ひなまつり集会！w http://t.co/EuBbN1eW
阪神に負けるとか終わっとるやろー(ʘдʘ╬)
もうこんな時間〜(´；ω；｀)
バースデーパーティー http://t.co/sxctgFoVFe
らぶらぶ♡ http://t.co/xuT2LUGp8b
WBCいってきた！ http://t.co/9M6d9ZFzRB
わざわざゴ麺ナサイ長崎やん！
わーーーーーー！！！
すげーーー！感動したー！！！めっちゃいい試合！9回2アウトまで諦めちゃダメやね！！
うーちっかわっ！うっちー！！打ってー(´；ω；｀)
@haruharu0814 最近涙腺崩壊しとるけん泣そうやった…と思ったらもう一塁(ʘдʘ╬)
やばーー！！！！かっけーーー！！！
絶妙なバント！＼(＾o＾)／
ｷﾀ━(ﾟ∀ﾟ)━!
杉内か…いいとこどり(*｀ω´*)
みちこと服売りに来た http://t.co/8gR9A2IHVV
@haruharu0814 10-0て…逆に面白くないぞー…てか、いままでも、これくらいの試合できたはず！
さよなら…w http://t.co/KK0tV9eFKa
いただきもの http://t.co/E0SIIBvclV
家の玄関にかけてあった！ http://t.co/BHddpgFDza
さだっちおめれとー http://t.co/xzpkGaMopi
まいうーやった！ http://t.co/Hq5OD8xm4R
今週忙しかったー(´；ω；｀)まじで！それにイライラすることも！明日は卒園式…
卒園式おわって速攻マッサージきた！かなりきてた！
卒園式…たくさんのいただきもの http://t.co/8qvlHpLBay
マッサージの店にもおすそ分け！飾ってもらった！ http://t.co/IGGDG83WC9
「卒園式☆」 http://t.co/lArtidRPk0 これーーーってあたしー(･∀･)わーい(･∀･)
工事現場 http://t.co/dtiEuByvIx
だーいすきな愛するアイス♡ http://t.co/QUSBVeGV5X
父からホワイトデー http://t.co/A9XiPR9FUc
@haruharu0814 おつかれ！13連勤とかだるすぎるね(╥Д╥ )
昨日ねすぎて、やっと今眠くなってきた。明日が怖い…
うまいもの博、マダムシンコGET！ http://t.co/0V8zRMYW8E
お返し！ http://t.co/8HHy96S5RW
父親が国見に転勤になったΣ(☉Д⊙。)！
@mizu_pn わからーん(✱°⌂°✱)通うとかなー？単身赴任？しなさそー…一時間以上余裕でかかるはず！
@mizu_pn おばちゃんはどーでもいいとよ！おじちゃんが、さみしいみたい（　・３・；）
手紙。 http://t.co/PPsWvQRoIO
公会堂なう！今からお笑いライブ！インパルスとかスリムクラブ、フルポンとかにあって来る！
来年度のクラス発表！年少やった！かわいすぎる♡
ハウステンボスなう http://t.co/MxwTLVdnb5
久々の夢彩都なうw
ごーる！！！
明日は摂津♡ http://t.co/4XrBWYWGUQ
ふくのゆ行って来た！ 友達に会った！！！
ぶっちからもらった手作り♡ @ BAKERY HOUSE My http://t.co/702yNEVYDq
なう！ http://t.co/EMzJe86zAl
ただいま長崎。本当は昨日帰って来る予定やったとけどね笑 http://t.co/dAN9Sa1yR1
初鷹正にて！たかひろが働いてたとこ！！ http://t.co/EmoQWKoLwp
野球＋ビールヽ(〃∀〃)ﾉ http://t.co/SPO4neoArn
新しくなったドーム http://t.co/PGsO1IvGry
ハウステンボスw http://t.co/pzB2Po23Az
みちこにもらった！ http://t.co/8mH0la2dqS
いただいた♡ http://t.co/puIQ5qgkY1
野球！かったーーー！！！ http://t.co/C1w28aYKvc
こうしろうくんから♡ http://t.co/xnnd1Reohu
@haruharu0814 しごとお疲れ様です！昨日今日はありがとうございました！今日は負けているようです(´；ω；｀)
今送別会に向かっております。幹事頑張ります(´；ω；｀)
またふくのゆいってきたー∩^ω^∩
ドライブ行ったー http://t.co/GzPiKuKrwp
こっちにするー！！ http://t.co/7gmltLBTju
まて！ http://t.co/RN4E12jouk
むさしの誕生日プレゼント♡ http://t.co/ETon1J0mDL
もーらい！ http://t.co/ee7COw648c
@haruharu0814 かわいすぎたーヽ(〃∀〃)ﾉ
また負けている…(´；ω；｀)
むさしのちゃんちゃんこ爆笑 http://t.co/rqHslQWHo0
誕生日 http://t.co/De7J1aWJQb
うさぎを狙った猫 http://t.co/uU4m5CfW2d
ちょっと覗きよるだけってー http://t.co/CqsdU0EHaR
今年度！ きのこは実は立体！ http://t.co/2ElAhC9Mxv
メダル http://t.co/TVcc6M2JXg
開いたら…？？ http://t.co/PCT4sq8oVw
昨日ごはん食べに行ったら！うちの家の名前が！！ http://t.co/150S8CSLnm
おなかいっぱーい http://t.co/eEmP64W81a
もうこんな時間！休みの日ってなんで過ぎるの早いとやろー…？？？とりま、出かけよ！─=≡Σ((( つ•̀ω•́)つ
まつエクは管理ができないので、今からまつ毛パーマです∩^ω^∩
さて、買い物したし、家帰ってまた、仕事(´；ω；｀)ずーん… 飲むか！うん！
晩ご飯 http://t.co/I2rWj15dCW
一息。 http://t.co/ORPPaCimkI
RT @nabesan_ryoma: 島原市上折橋町の芝桜公園では、敷地面積2.2haの中に芝桜25万株が植栽され、ピンク、白、青色の花が見ごろを迎えています。今季は昨年より１週間早めの開花で、中旬ごろまで楽しめそう。 #nagasaki http://t.co/YiUo ...
もーーーーー！！待たされて一時間以上…
うちの車が映ってる！ http://t.co/psnRyxoTzM
海上温泉！ http://t.co/x7Iia5WBr7
鯉だってー！きれいやった！！ http://t.co/2xxu1gbvtT
こやつに待たされたが、結果オーライ http://t.co/YIAQXP6xfM
花火見てきた！ @ 日本一105m掛け流しの足湯 ほっとふっと105 http://t.co/J9Ujip662E
春花火 @ 日本一105m掛け流しの足湯 ほっとふっと105 http://t.co/Q3xKUnEqbR
タケノコもらった！！！ http://t.co/gqxNmMJxqn
たけのこ料理したよー！！！意外にうまいって！！ http://t.co/dJnnt9gS9u
買ってもらった！∩^ω^∩ http://t.co/245ysOOCgb
いっただっきまーす！ http://t.co/WtMZZ1D3qp
明日入学式のたっくんから♡ http://t.co/C9g30YH5md
晩ご飯！えんどう豆使ったよ！！！ http://t.co/FQ2SIB0r9W
@haruharu0814 まじでーーー！？？ うち、今親知らず痛い…どうしよう…
今日の晩御飯。育った豆苗！！ http://t.co/pc6hioL7gu
まじホークス負けすぎやろ！！！！！！
もらったー∩^ω^∩ http://t.co/8eu5efZHsE
Σ(☉Д⊙。)あ… @ ココウォーク http://t.co/nPqxMVXueR
結局もっと増えたw @ みらい長崎 ココウォーク http://t.co/in2h1NX4yL
あれ？イメージと違った！ @ びっくりドンキー 小曽根町店 http://t.co/JcpwIz5RQy
いちごぱふぇ http://t.co/yuEBfW0nOH
朝食。 http://t.co/rlELKBYm3e
こないだ雑貨展でGETした物たち(･∀･)匂い玉、マグネット、綿棒入れ、かわゆすー(･∀･) http://t.co/VjYaMHQt4R
雑貨展、何かの雑誌で見て仕事帰りに行ったよ！今回は、おなじみ、カナリーホール http://t.co/GgGURfTpfB
観覧車にて！ http://t.co/P9qNcHPa1b
コインゲームにはまってしまい、初ジャックポイントー！！！やばー！！ http://t.co/IVePaBn5DQ
ゲーセンにて、うち一人でいたら、知らないおじさんから色々話しかけられて、SEGAの人に注意されて、立ち去って行った！でも、色々教えてもらって学んだwなんか、ゲーセンにいつもいるおじさんらしい…
ばんめし。 http://t.co/PETXdsWFdA
久々実家に帰った！むさしおねだりポーズ http://t.co/1s8gptQfF6
久々の味噌汁、和ってかんじ！ http://t.co/larOdDvTB8
2年と半年以上付き合った彼氏と別れる事になった…急に。わけわからんねw
@haruharu0814 野球見に行く人おらんくなったけん、一緒行こう！鷹の祭典行きたい！！
@haruharu0814 わーい＼(＾o＾)／7月やったと思う！
ぼーっとしてたのかな、そんなこと全然なかったとけど。今日はカッターとなたで指切断しそうになった！事故で。窓とドアに嫌われて脱線するし…
家の近くにおっきなスーパーができて今日オープン！！！うれしー∩^ω^∩そして、二階はセリアだし！！！うれしすー∩^ω^∩
昨日の晩飯。 http://t.co/qY0HRjqQ1M
実家にて…和食最高ー(´；ω；｀) http://t.co/3vDU4wfy1P
実家にあったこいのぼり http://t.co/67I2LjIaIH
むさぴー♡ http://t.co/XltfbTgYfw
遠足の自己紹介カード入れ http://t.co/6CrPtIP8v2
なっちゃんからの差し入れ！オススメらしい！ http://t.co/aSz3OynEz9
子供と話し合わせるために最近見始めた恐竜ジャー、仮面ライダーウィザード、プリキュア、自ら見ていたONE PIECE…子供に戻ったようだ…
てか！！プリキュアの敵役にルフィーの声！！！
初！ヴィファーレン http://t.co/EhuYi68aL5
がんばくん！ http://t.co/pFo8Ftz6fx
がんばくん！ http://t.co/2r6lT6V2If
サッカー始まったー！！ @ 長崎県立総合運動公園陸上競技場 http://t.co/VZoOzXiKNv
さーむーいーーー！！！ @ 長崎県立総合運動公園陸上競技場 http://t.co/IC3Eis9CuU
まぜまぜごはんプレート @ cozy http://t.co/NvSaIiIXJm
はさびさなまいと♡ @ マンジャーレ http://t.co/MGT5LBEBsf
今度はわたみん家(･∀･) @ 炭火焼だいにんぐ わたみん家 http://t.co/lUFk81EmFB
今日の晩飯。 http://t.co/jTWg5qv1EY
作り置き。 とうふのそぼろ 筍の佃煮 アスパラとしめじのナムル じゃがいもボール ピリ辛えのき キャベツの塩昆布あえ  味は…微妙w http://t.co/1bGNmXcIDD
こいのぼり製作 http://t.co/VvpJ3XI75I
嬉しすぎるやろ！卵割ったらふたつでてきた！ http://t.co/JNDnvFOOjs
5月園のおたよりペロペロキャンディー http://t.co/JMa08Ii0Eo
ゆかちんママにもらったー! http://t.co/90GahkZIFS
ゴールデンウィーク一日目、朝から歯医者、昼から仕事。只今実家に、向かっています。久々に泊まります。
そして、一週間前に韓国行きが決まったー！！ 本当は、東北に行く予定だったんだけど…もう、別れたからなくなったしー 早々に予定詰まった！てか、詰めた！
両親に結婚記念にプレゼントしたー http://t.co/edzK67aBPL
@haruharu0814 うち、二回目！びっくばんとかとーほーしんきとか、わからん！どこに行けばいいとかもわからんw
@haruharu0814 もう、来週行くもーん＼(＾o＾)／鷹の祭典のとき、渡せるものがあったらいいけど！
@haruharu0814 7月27日とかどうでしょう？？
@mizu_pn どこに引っ越すとー？？
@haruharu0814 それか、次の日の日曜日！
実家になってたさくらんぼー(･∀･) http://t.co/KcRWJ4l9fq
海ー！！！ @ Le GRAND BLEU（グランブルー） http://t.co/Heczp6c8BR
らんちー♡ @ Le GRAND BLEU（グランブルー） http://t.co/ZUBlvI55Ri
サラダ♡ @ Le GRAND BLEU（グランブルー） http://t.co/1NaGSheMtM
てりやき和風ハンバーグ @ Le GRAND BLEU（グランブルー） http://t.co/Bk97FmpCkr
今から雑貨店！ @ オランダ村 http://t.co/xgGA1GKEyB
手作り！ http://t.co/VnZY0IWORn
最近のマイブームに追加、雑貨屋巡り http://t.co/wtJqJjG38G
諫早のプリン専門店プリン(･∀･) http://t.co/oFYRvbcfHS
映してたワンピースを見る。ONE PIECE、トリコ、ドラゴンボールコラボで激アツやった！w
雑貨屋で手に入れた物たち http://t.co/wbcBquAN36
変な時間に寝たけん眠れないー…てか、時間がもったいなくて寝ない。仕事はかどらない。しなきゃいけないこといっぱい。
トモダチ♡ http://t.co/VrTX6BSB7y
作ったーー！！！ 明日、職員にプレゼントしよーっと！ http://t.co/x5vevOaNA0
懐かしい写真をプレゼント♡ http://t.co/Uk9g1ZuIwD
呑んだーー！！ http://t.co/qvYFKz55RH
朝の貴重な時間に弁当作ったのに持って行くの忘れた… それも、忙しすぎて、買った弁当食べたの4時…
朝ごはん！昨日園長にもらった！ http://t.co/dSUZj5mSmi
西田くんとばったり会った！レア！今福岡に向かってます！
@haruharu0814 今からかんこくー（◍›◡ु‹◍)☆
いってきまーす！！！ @ 福岡空港 国際線ターミナル (Fukuoka Airport - Int'l Terminal) http://t.co/EpxzAL4Np0
ネイルー♡テンションあがるー(･∀･) @ Aventree Hotel Jungno http://t.co/sHwp0DIGhm
ボリュームたっぷりやった！ http://t.co/fMD5b8XkLS
からっ！！！ @ Dongdaemun Shopping Complex (Accessory Shops) http://t.co/puBJZaxRJf
いっぱいショッピングしたぞー！！！ http://t.co/dw8A2MzMKC
本場ビビンバ！ http://t.co/BehfjGA9fJ
ALAND http://t.co/Gia5bFT0AW
クッキー！！ http://t.co/inHdN1cmOR
クッキー！かわいすぎて食べたくないー！ http://t.co/4ZbaY3c9Sy
顔認識したクッキー！ http://t.co/usRFKoFGuY
なんでだろー♩ @ 두타 (Doota!) http://t.co/UIOxjLUiPy
で、ここのケーキ屋さんのクッキーやった！ http://t.co/izbkwf5rO7
ダッシュの朝食 http://t.co/wp9w4l0KEl
ツアーについてるお土産店なうー @ 명품관 http://t.co/6o3MMHcydh
international airport now @ 인천국제공항 (ICN - Incheon International Airport) http://t.co/n5572liYG9
韓国の伝統工芸品作った！ http://t.co/PeYUsmxyjL
ニホントウチャク〜 @ 福岡空港 国際線ターミナル (Fukuoka Airport - Int'l Terminal) http://t.co/V343FsVHfF
Air plain http://t.co/vQFXNR0844
洗車して、マッサージなう！ 明日からのパワー貯めなきゃ！
仕事と携帯ゲームばっかりしている私って…
今からパーチー(＾ω＾) http://t.co/E2iw0ogkaS
ちょっと駐車場借りまーす(＾ω＾) @ 長崎県護国神社 (長崎縣護國神社) http://t.co/M062Yr5xHE
今日の雑貨店フェアで購入したもの(＾ω＾) http://t.co/nG43gDxwSB
妹と買い物帰り。 http://t.co/Qa8i2Y2BCv
雑貨屋！ここで花が入った瓶買った(＾ω＾) http://t.co/9Jo8CfUvWv
母、私、妹。 http://t.co/MfSUJpaWgf
昔、大学のとき、こんなの作ったよね！ http://t.co/TmQxBNnI4Q
かわゆすー！ 全部欲しい！ http://t.co/aOt294TEOf
写真を投稿しました http://t.co/hK2nJak8Zr
ふたつげっと！ http://t.co/u3Rs4f2Cma
紙でできてるだって！！！すごー！！！ http://t.co/YurpkprYzL
めっちゃ人多かったー！知り合いたくさんいた… http://t.co/Z1Mfvj1GeO
近所。なんかあってんのかな？？ http://t.co/ni4Wgds2GV
いただきまーす！ @ 海カフェ http://t.co/jGyqhNiChJ
前、気になってたとこ！ http://t.co/GnpQolgMsQ
おそろを誕プレであげたー(＾ω＾) http://t.co/9Xc0o7P63P
わーい(＾ω＾)失恋同士w http://t.co/KFMjoWiTtu
紫なんだけど…青に見える！ http://t.co/bS5N0OEaD8
お土産でもらったー! 味噌汁に使おーっと！ http://t.co/tumhSfc469
